BIEN;CÓDIGO INSTITUCIONAL;CÓDIGO SENESCYT;CLASE DE BIEN;MODELO ;SERIE;MARCA;ESTADO;UBICACIÓN;RESPONSABLE INSTITUCIONAL;NRO. DE ACTA ENTREGA DE RECEPCION;OBSERVACIONES;NRO. DE ACTA DE CONSTATACIÓN FÍSICA;VALOR;COLOR;MATERIAL
IMPRESORA EPSON WF-3720;INT-SD1-EC-I0713;N/A;EQUIPO DE COMPUTO;C591A;X2TF478441;EPSON WF- 3720;BUENO;EDIFICIO ADMINISTRATIVO INT RECTORADO;ECON. JUAN USHIÑA;0;DONACIÓN CONSEJO ESTUDIANTIL;N/A;436;0;0
SILLA TRIPERSONAL;INT-PRETT-R-ME-ST0197;37693625;MUEBLES Y ENSERES ;DC-SILLATRIPERSONAL-01;51-001;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT RECTORADO;ECON. JUAN USHIÑA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
SILLON QHAPAX;INT-PRETT-ME-R-SQ0510;37693836;MUEBLES Y ENSERES ;CREARE;53-002;DC-SILLA-EJECUTIVA-01;BUENO;EDIFICIO ADMINISTRATIVO INT RECTORADO;ECON. JUAN USHIÑA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
SILLA NEGRA ;INT-R-ME-S0123;N/A;MUEBLES Y ENSERES ;N/A;N/A;N/A;BUENO;EDIFICIO ADMINISTRATIVO INT RECTORADO;ECON. JUAN USHIÑA;0;INSTITUCIONAL;N/A;0;0;0
SILLA NEGRA;INT-SD3-ME-S0135;N/A;MUEBLES Y ENSERES ;N/A;N/A;N/A;BUENO;EDIFICIO ADMINISTRATIVO INT RECTORADO;ECON. JUAN USHIÑA;0;INSTITUCIONAL;N/A;0;0;0
SILLA NEGRA ;INT-B-MO-S0814;N/A;MUEBLES Y ENSERES ;N/A;N/A;N/A;BUENO;EDIFICIO ADMINISTRATIVO INT RECTORADO;ECON. JUAN USHIÑA;0;DONACION CONSEJO ESTUDIANTIL 2022;N/A;0;0;0
ARCHIVADOR METALICO ;INT-PRETT-A-ME-A0003;37691724;MUEBLES Y ENSERES ;DC-ARCHIVADOR-01;1-003;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. MARIANA CARVAJAL;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
BASURERO METÁLICO;INT-PRETT-SDP1-ME.B0046;37689779;MUEBLES Y ENSERES ;DC-BASURERO-OF;"13-020
";CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. MARIANA CARVAJAL;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
GAVETA DE DOS CAJONES;INT-PRETT-SDP2-ME-G0097;37691933;MUEBLES Y ENSERES ;DC-CAJONERA-2G;16-017;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. MARIANA CARVAJAL;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
ESCRITORIO RECTO MINKA II SIN CAJONERA 1200MM MADERA METAL;INT-PRETT-SDP2-ME-E0163;37692458;MUEBLES Y ENSERES ;DC-ESCRITORIOMINKA-04;24-021;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. MARIANA CARVAJAL;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
SILLA NARANJA TIYACUY;INT-PRETT-SDP2-ME-SN0224;37693651;MUEBLES Y ENSERES ;DC-SILLAOPERATIVA-01;52-023;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. MARIANA CARVAJAL;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
LAPTOP;INT-PRETT-EC-SDP4-L0464;37930483;EQUIPO DE COMPUTO;LATITUDE 3440;771CYW3;DELL;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. MARIANA CARVAJAL;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
PROYECTOR PORTÁTIL;INT-PRETT-CA-EC-P0519;37715850;EQUIPO DE COMPUTO;EPSON;X8BW3800313;POWERLITE W52+;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. MARIANA CARVAJAL;0;DONACION SENESCYT;0;N/A;0;0
PUPITRE METAL, CUERO, MDF;10255;25964190;MUEBLES Y ENSERES ;SENSA;10255;DICOMS;MALO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. MARIANA CARVAJAL;0;DONACION SENESCYT;ACF-INT-2018-001;50;0;0
TECLADO;36581450;36581450;EQUIPO DE COMPUTO;GENERICO;COPQUAI7B45650197;QUASAD;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. MARIANA CARVAJAL;0;DONACIÓN SENESCYT;159-9999-0000;858;0;0
CPU;N/A;36581449;EQUIPO DE COMPUTO;ELITE PRO-WIN CQ12700INT;COPQUAI7B56950196;QUASAD;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. MARIANA CARVAJAL;0;DONACIÓN SENESCYT;159-9999-0000-;858;0;0
MONITOR;N/A;36581499;EQUIPO DE COMPUTO;22MP410-B;209NTZN0D237;LG;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. MARIANA CARVAJAL;0;DONACIÓN SENESCYT;159-9999-0000-;230;0;0
BASURERO METÁLICO;INT-PRETT-SDP1-ME.B0038;37689770;MUEBLES Y ENSERES;DC-BASURERO-OF;13-011;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
GAVETA DE DOS CAJONES;INT-PRETT-SDP1-ME-G0089;37691929;MUEBLES Y ENSERES;DC-CAJONERA-2G;16-013;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
ESCRITORIO RECTO MINKA II SIN CAJONERA 1200MM MADERA METAL;INT-PRETT-SDP1-ME-E0155;37692450;MUEBLES Y ENSERES;DC-ESCRITORIOMINKA-04;24-013;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
SILLA NARANJA TIYACUY;INT-PRETT-SDP1-ME-SN0216;37693638;MUEBLES Y ENSERES;DC-SILLAOPERATIVA-01;52-010;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
ARCHIVADOR METALICO ;INT-PRETT-A-ME-A0022;37691743;MUEBLES Y ENSERES;DC-ARCHIVADOR-01;1-022;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
ARCHIVADOR METALICO ;INT-PRETT-A-ME-A0002;37691723;MUEBLES Y ENSERES ;DC-ARCHIVADOR-01;1-002;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
LAPTOP;INT-PRETT-EC-SDP4-L0492;37930511;EQUIPO DE COMPUTO;LATITUDE 3440;CS0CYW3;DELL;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
PROYECTOR BLANCO;INT-DG-EC-P0727;N/A;EQUIPO DE COMPUTO;T21;PZ0001168100461;ZENSE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;DONACIÓN SENESCYT;0;200;0;0
SILLA NEGRA APOYA BRAZOS;INT-SD1-ME-S0030;N/A;MUEBLES Y ENSERES;N/A;0;0;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;INSTITUCIONAL;N/A;N/A;0;0
COMPUTADOR TODO EN 1;LAB-INT-PRETT-EC-MT0393.1;37930978;EQUIPO DE COMPUTO;Optiplex All in one Plus 7410;69QQ7Y3;DELL;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
TECLADO;LAB-INT-PRETT-EC-T0393.2;37930978;EQUIPO DE COMPUTO;KB216t3;CN-019M93-LO300-31B-G55E-AO3;DELL;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
MOUSE;LAB-INT-PRETT-EC-MS0393.3;37930978;EQUIPO DE COMPUTO;MS116t1;CN-065K5F-LO300-34I-01QO;DELL;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
COMPUTADOR TODO EN 1;LAB-INT-PRETT-EC-MT0392.1;37930974;EQUIPO DE COMPUTO;Optiplex All in one Plus 7410;GHKV7Y3;DELL;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
TECLADO;LAB-INT-PRETT-EC-T0392.2;37930974;EQUIPO DE COMPUTO;KB216t3;CN-019M93-LO300-31B-G22V-A03;DELL;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
MOUSE;LAB-INT-PRETT-EC-MS0392.3;37930974;EQUIPO DE COMPUTO;MS116t1;CN-065K5F-LO300-31U-0M19;DELL;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
COMPUTADOR TODO EN 1;LAB-INT-PRETT-EC-MT0386.1;37930958;EQUIPO DE COMPUTO;Optiplex All in one Plus 7410;FCQQ7Y3;DELL;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
TECLADO;LAB-INT-PRETT-EC-T0386.2;37930958;EQUIPO DE COMPUTO;Optiplex All in one Plus 7410;31B-G2KK-A03;DELL;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
MOUSE;LAB-INT-PRETT-EC-MS0386.3;37930958;EQUIPO DE COMPUTO;Optiplex All in one Plus 7410;316-01LJ;DELL;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
COMPUTADOR TODO EN 1;LAB-INT-PRETT-EC-MT0389.1;37930979;EQUIPO DE COMPUTO;Optiplex All in one Plus 7410;J9QQ7Y3;DELL;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
TECLADO;LAB-INT-PRETT-EC-T0389.2;37930979;EQUIPO DE COMPUTO;Optiplex All in one Plus 7410;31B-G3KZ-A03;DELL;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
MOUSE;LAB-INT-PRETT-EC-MS0389.3;37930979;EQUIPO DE COMPUTO;Optiplex All in one Plus 7410;LO300-34I-07FK;DELL;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
COMPUTADOR TODO EN 1;LAB-INT-PRETT-EC-MT0391.1;37930967;EQUIPO DE COMPUTO;Optiplex All in one Plus 7411;32SV7Y3;DELL;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
TECLADO;LAB-INT-PRETT-EC-T0391.2;37930967;EQUIPO DE COMPUTO;Optiplex All in one Plus 7412;CN-019M93-LO300-31B-G1V2-A03;DELL;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
MOUSE;LAB-INT-PRETT-EC-MS0391.3;37930967;EQUIPO DE COMPUTO;Optiplex All in one Plus 7413;CN-065K5F-LO300-34D-0AB0;DELL;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
COMPUTADOR TODO EN 1;LAB-INT-PRETT-EC-MT0385.1;37930956;EQUIPO DE COMPUTO;Optiplex All in one Plus 7414;HCQQ7Y3;DELL;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
TECLADO;LAB-INT-PRETT-EC-T0385.2;37930956;EQUIPO DE COMPUTO;Optiplex All in one Plus 7415;LO300-31B-G2HJ-A03;DELL;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
MOUSE;LAB-INT-PRETT-EC-MS0385.3;37930956;EQUIPO DE COMPUTO;Optiplex All in one Plus 7416;LO300-31I-07G3;DELL;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;0;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LAB-ME-MC0365;37692130;MUEBLES Y ENSERES ;DC-ESCRITORIOCOMPUTO-01;20-034;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LAB-ME-MC0367;37692135;MUEBLES Y ENSERES ;DC-ESCRITORIOCOMPUTO-01;20-039;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LAB-ME-MC0368;37692127;MUEBLES Y ENSERES ;DC-ESCRITORIOCOMPUTO-01;20-031;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LAB-ME-MC0369;37692132;MUEBLES Y ENSERES ;DC-ESCRITORIOCOMPUTO-01;20-036;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LAB-ME-MC0370;37692128;MUEBLES Y ENSERES ;DC-ESCRITORIOCOMPUTO-01;20-032;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LAB-ME-MC0371;37692131;MUEBLES Y ENSERES ;DC-ESCRITORIOCOMPUTO-01;20-035;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LAB-ME-MC0372;37692129;MUEBLES Y ENSERES ;DC-ESCRITORIOCOMPUTO-01;20-033;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LAB-ME-MC0373;37692134;MUEBLES Y ENSERES ;DC-ESCRITORIOCOMPUTO-01;20-038;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
ESCRITORIO DE COMPUTACION 500MM X 800M;INT-PRETT-LAB-ME-MC0366;37692133;MUEBLES Y ENSERES ;DC-ESCRITORIOCOMPUTO-01;20-037;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
MESA PUPITRE BEIGE;INT-B-EO-M07010;0;MUEBLES DE OFICINA;N/A;N/A;N/A;N/A;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;DONACIÓN SENESCYT;N/A;180;0;0
SILLA DE ESTUDIANTE;INT-PRETT-LAB-ME-S0374;37690095;MUEBLES Y ENSERES ;DC-SILLAESTUDANTE-01;49-038;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;N/A;0;0
SILLA DE ESTUDIANTE;INT-PRETT-LAB-ME-S0375;37690089;MUEBLES Y ENSERES ;DC-SILLAESTUDANTE-01;49-032;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;N/A;0;0
SILLA DE ESTUDIANTE;INT-PRETT-LAB-ME-S0376;37690091;MUEBLES Y ENSERES ;DC-SILLAESTUDANTE-01;49-034;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;N/A;0;0
SILLA DE ESTUDIANTE;INT-PRETT-LAB-ME-S0377;37690093;MUEBLES Y ENSERES ;DC-SILLAESTUDANTE-01;49-036;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;N/A;0;0
SILLA DE ESTUDIANTE;INT-PRETT-LAB-ME-S0378;37690092;MUEBLES Y ENSERES ;DC-SILLAESTUDANTE-01;49-035;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;N/A;0;0
SILLA DE ESTUDIANTE;INT-PRETT-LAB-ME-S0379;37690094;MUEBLES Y ENSERES ;DC-SILLAESTUDANTE-01;49-037;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;N/A;0;0
SILLA DE ESTUDIANTE;INT-PRETT-LAB-ME-S0380;37690088;MUEBLES Y ENSERES ;DC-SILLAESTUDANTE-01;49-031;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;N/A;0;0
SILLA DE ESTUDIANTE;INT-PRETT-LAB-ME-S0382;37690090;MUEBLES Y ENSERES ;DC-SILLAESTUDANTE-01;49-033;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;N/A;0;0
SILLA DE ESTUDIANTE;INT-PRETT-LAB-ME-S0383;37690096;MUEBLES Y ENSERES ;DC-SILLAESTUDANTE-01;49-039;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT BIBLIOTECA ;ING. STALYN SALGADO;0;DONACIÓN SENESCYT;AEFC-EQ-MOB-2023-001;N/A;0;0
BASURERO METÁLICO;INT-PRETT-SDP1-ME.B0056;37689762;MUEBLES Y ENSERES ;DC-BASURERO-OF;13-003;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT SECRETARIA ;ING. ROMEL AULESTIA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
GAVETA DE DOS CAJONES;INT-PRETT-SEC-ME-G0107;37691923;MUEBLES Y ENSERES ;DC-CAJONERA-2G;16-007;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT SECRETARIA ;ING. ROMEL AULESTIA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
ESCRITORIO RECTO MINKA II SIN CAJONERA 1200MM MADERA METAL;INT-PRETT-SEC-ME-E0141;37692438;MUEBLES Y ENSERES ;DC-ESCRITORIOMINKA-04;24-001;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT SECRETARIA ;ING. ROMEL AULESTIA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
SILLA NARANJA TIYACUY;INT-PRETT-S-ME-SN0202;37693637;MUEBLES Y ENSERES ;DC-SILLAOPERATIVA-01;52-009;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT SECRETARIA ;ING. ROMEL AULESTIA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
LAPTOP;INT-PRETT-EC-SDP4-L0457;37930476;EQUIPO DE COMPUTO;LATITUDE 3440;G31CYW3;DELL;BUENO;EDIFICIO ADMINISTRATIVO INT SECRETARIA ;ING. ROMEL AULESTIA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
SILLA NEGRA APOYA BRAZOS;INT-AS-MO-S0817;N/A;MUEBLES Y ENSERES ;N/A;N/A;N/A;BUENO;EDIFICIO ADMINISTRATIVO INT SECRETARIA ;ING.ROMEL AULESTIA;0;DONACION CONSEJO ESTUDIANTIL 2022 ;N/A;N/A;0;0
BASURERO METÁLICO;INT-PRETT-SDP1-ME.B0057;37689765;MUEBLES Y ENSERES ;DC-BASURERO-OF;13-006;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT SECRETARIA ;ING. SILVIA MONTESDEOCA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
GAVETA DE DOS CAJONES;INT-PRETT-SEC-ME-G0108;37691922;MUEBLES Y ENSERES ;DC-CAJONERA-2G;16-006;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT SECRETARIA ;ING. SILVIA MONTESDEOCA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
PROYECTOR PORTÁTIL;INT-PRETT-CA-EC-P0526;37715857;EQUIPO DE COMPUTO;EPSON;X8BW3800334;POWERLITE W52+;BUENO;EDIFICIO ADMINISTRATIVO INT SECRETARIA ;ING. SILVIA MONTESDEOCA /ROMEL AULESTIA;0;PROYECTO PRETT;0;N/A;0;0
LAPTOP;INT-PRETT-EC-SDP4-L0479;37930498;EQUIPO DE COMPUTO;LATITUDE 3440;3B2CYW3;DELL;BUENO;EDIFICIO ADMINISTRATIVO INT SECRETARIA ;ING. SILVIA MONTESDEOCA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
ESCRITORIO RECTO MINKA II SIN CAJONERA 1200MM MADERA METAL;INT-PRETT-SEC-ME-E0142;37692439;MUEBLES Y ENSERES ;DC-ESCRITORIOMINKA-04;24-002;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT SECRETARIA ;ING. SILVIA MONTESDEOCA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
SILLA NARANJA TIYACUY;INT-PRETT-S-ME-SN0203;37693632;MUEBLES Y ENSERES ;DC-SILLAOPERATIVA-01;52-004;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT SECRETARIA ;ING. SILVIA MONTESDEOCA;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
SILLA NEGRA;INT-SD1-ME-S0162;N/A;MUEBLES Y ENSERES ;N/A;N/A;N/A;BUENO;EDIFICIO ADMINISTRATIVO INT SECRETARIA ;ING. SILVIA MONTESDEOCA;0;DONACIÓN MAURICIO CAHUEÑAS;N/A;50;0;0
PROYECTOR PORTÁTIL;INT-PRETT-CA-EC-P0529;37715860;EQUIPO DE COMPUTO;EPSON;X8BW3800318;POWERLITE W52+;BUENO;EDIFICIO ADMINISTRATIVO INT SECRETARIA ;TGLA. PATRICIA LANCHANGO;0;PROYECTO PRETT;0;N/A;0;0
LAPTOP;INT-PRETT-EC-SDP4-L0474;37930493;EQUIPO DE COMPUTO;LATITUDE 3440;HJ1CYW3;DELL;BUENO;EDIFICIO ADMINISTRATIVO INT SECRETARIA ;TGLA. PATRICIA LANCHANGO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
BASURERO METÁLICO;INT-PRETT-SDP1-ME.B0053;37689761;MUEBLES Y ENSERES ;DC-BASURERO-OF;13-002;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT SECRETARIA ;TGLA. PATRICIA LANCHANGO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
GAVETA DE DOS CAJONES;INT-PRETT-SEC-ME-G0104;37691921;MUEBLES Y ENSERES ;DC-CAJONERA-2G;16-005;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT SECRETARIA ;TGLA. PATRICIA LANCHANGO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
ESCRITORIO RECTO MINKA II SIN CAJONERA 1200MM MADERA METAL;INT-PRETT-SEC-ME-E0138;37692443;MUEBLES Y ENSERES ;DC-ESCRITORIOMINKA-04;24-006;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT SECRETARIA ;TGLA. PATRICIA LANCHANGO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
SILLA NARANJA TIYACUY;INT-PRETT-S-ME-SN0199;37693633;MUEBLES Y ENSERES ;DC-SILLAOPERATIVA-01;52-005;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT SECRETARIA ;TGLA. PATRICIA LANCHANGO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
ARCHIVADOR METALICO 4;INT-PRETT-A-ME-A0004;37691725;MUEBLES Y ENSERES ;DC-ARCHIVADOR-01;1-004;CREARE;BUENO;EDIFICIO ADMINISTRATIVO INT SECRETARIA ;TGLA. PATRICIA LANCHANGO;0;PROYECTO PRETT;AEFC-EQ-MOB-2023-001;N/A;0;0
